track_name,artist,genre,play_count,danceability,energy,valence,tempo
Comfortably Numb,Pink Floyd,Progressive Rock,5,0.275,0.3,0.383,122.7
This Is The Last Time,Keane,Other,8,0.741,0.651,0.298,90.8
Firework,Katy Perry,Pop,11,0.879,0.287,0.512,110.9
S.H.E,IAMX,Electronic,8,0.35,0.472,0.791,119.7
Exist - Live At The GRAMMY Museum®,Avenged Sevenfold,Hard Rock,4,0.645,0.356,0.369,129.3
Advice For The Young At Heart,Tears For Fears,Other,7,0.671,0.654,0.831,71.4
Couldn't Let You Love Me (Remastered),Closure in Moscow,Other,16,0.324,0.217,0.579,85.4
"Thunderclouds (feat. Sia, Diplo, and Labrinth)",Sia,Other,4,0.611,0.824,0.254,110.1
Needles and Pins - Early Version,Ramones,Punk Rock,4,0.398,0.503,0.729,189.1
Embers,Lamb of God,Other,3,0.217,0.192,0.499,113.5
Starlight,Electric Light Orchestra,Other,3,0.505,0.361,0.287,109.1
She's The One,Robbie Williams,Pop Rock,20,0.385,0.62,0.282,130.5
Face Of Melinda (Remastered),Opeth,Progressive Metal,12,0.315,0.398,0.0981,73.064
Friend or Foe?,Riverside,Other,3,0.237,0.714,0.825,132.3
Let It Roll,Lewis Capaldi,Other,5,0.596,0.629,0.632,75.3
Elysian Fields - Remastered 2004,Megadeth,Metal,5,0.764,0.795,0.447,104.1
Do You Know What I'm Seeing?,Panic! At The Disco,Pop Rock,3,0.625,0.894,0.358,119.1
War,Sum 41,Punk Rock,19,0.877,0.257,0.263,142.4
Stars,Devin Townsend Project,Other,3,0.595,0.76,0.672,157.1
Quite Miss Home - Acoustic,James Arthur,Other,5,0.731,0.645,0.578,123.0
Harry's Wondrous World - Extended Version,John Williams,Soundtrack,3,0.47,0.444,0.399,114.8
Repentance,Dream Theater,Progressive Metal,16,0.39,0.836,0.595,100.9
As It Was,Hozier,Other,4,0.861,0.236,0.4,100.9
Walla Walla,The Offspring,Punk Rock,3,0.605,0.524,0.732,110.6
Postcard,Steven Wilson,Progressive Rock,42,0.67,0.552,0.502,77.5
She Will Be Loved - Radio Mix,Maroon 5,Pop Rock,11,0.249,0.543,0.603,93.0
Mal Bicho,Los Fabulosos Cadillacs,Other,3,0.668,0.102,0.641,130.2
Too Many Voices,The Pineapple Thief,Progressive Rock,3,0.164,0.095,0.379,80.6
Duke's Travels - 2007 Remaster,Genesis,Progressive Rock,5,0.875,0.434,0.538,125.9
Somebody Else,The 1975,Other,16,0.618,0.793,0.459,101.015
Guiding Light - Live at Rome Olympic Stadium,Muse,Alternative Rock,21,0.531,0.702,0.338,94.7
The Final Thing on My Mind,The Pineapple Thief,Progressive Rock,100,0.404,0.784,0.094,123.6
Life in a Northern Town,The Dream Academy,Other,3,0.23,0.218,0.504,90.3
This Is War,Thirty Seconds To Mars,Alternative Rock,3,0.307,0.178,0.172,124.2
Through With You - Demo,Maroon 5,Pop Rock,22,0.268,0.404,0.544,178.0
Cry Sister,Royal Bliss,Other,25,0.435,0.636,0.985,133.6
Bailando - Spanish Version,Enrique Iglesias,Other,3,0.862,0.429,0.161,137.2
The God That Failed,Metallica,Metal,3,0.831,0.52,0.225,88.9
Teeth of the Hydra,Steve Vai,Other,4,0.151,0.904,0.372,83.968
The Sound of Silence - feat. Jeff Hall,Mike Massé,Other,4,0.118,0.534,0.307,139.8
blazed (feat. Pharrell Williams),Ariana Grande,Pop,7,0.343,0.767,0.535,119.0
On The Run - 2011 Remastered Version,Pink Floyd,Progressive Rock,7,0.762,0.357,0.679,64.8
Andronikos Theme,Avenged Sevenfold,Hard Rock,10,0.357,0.433,0.415,148.6
The Church and The Dime,The Dear Hunter,Progressive Rock,10,0.848,0.689,0.427,112.2
She's Out Of Her Mind,blink-182,Punk Rock,10,0.557,0.499,0.354,138.2
Bend & Break,Keane,Other,31,0.467,0.839,0.518,137.902
Running Lights (Track Commentary),Sonata Arctica,Power Metal,4,0.49,0.812,0.358,99.7
Blackfield,Blackfield,Other,3,0.822,0.238,0.55,80.9
Six Feet Under,The Weeknd,R&B,4,0.77,0.476,0.191,156.3
Smash,The Rasmus,Alternative Rock,5,0.7,0.574,0.727,139.6
Holy Mountains,System Of A Down,Metal,11,0.371,0.735,0.644,146.3
House of the Rising Sun,The Animals,Other,3,0.316,0.484,0.299,117.363
More than Close,Oneke,Other,3,0.48,0.589,0.468,139.3
Intra Venus,Ne Obliviscaris,Other,3,0.718,0.652,0.2,117.8
Dead In This House,IAMX,Electronic,4,0.476,0.576,0.289,114.6
13 Beaches,Lana Del Rey,Pop,4,0.76,0.975,0.215,136.6
Al Fin Sucede,Gustavo Cerati,Latin Rock,4,0.793,0.611,0.604,110.4
The River,AURORA,Other,7,0.362,0.757,0.181,74.4
Feel Me,Selena Gomez,Other,3,0.689,0.592,0.739,114.3
Pyre,Opeth,Progressive Metal,4,0.442,0.879,0.498,117.9
What Lovers Do (feat. SZA),Maroon 5,Pop Rock,4,0.534,0.36,0.217,69.4
The Incident,Porcupine Tree,Progressive Rock,3,0.291,0.118,0.321,108.3
Champagne,Lia Marie Johnson,Other,11,0.821,0.162,0.279,110.2
Detrás del muro de los lamentos,Fito Paez,Latin Rock,17,0.712,0.649,0.764,140.1
Is This Love - 2003 Remaster,Whitesnake,Other,4,0.61,0.323,0.35,125.4
Warning,Tomorrow's Eve,Other,3,0.294,0.461,0.376,109.9
Party Monster,The Weeknd,R&B,17,0.289,0.912,0.34,112.6
Maybe You're Right,Miley Cyrus,Pop,35,0.481,0.847,0.468,177.0
Shrinking Universe,Muse,Alternative Rock,6,0.353,0.375,0.792,122.1
Broken Toy,Keane,Other,13,0.152,0.06,0.438,166.9
Skulls,Halestorm,Other,4,0.703,0.601,0.631,109.7
Cinderblox,Sonata Arctica,Power Metal,6,0.876,0.398,0.627,120.1
Time To Kill,U.K.,Other,3,0.103,0.177,0.357,161.4
Unbreakable,Michael Jackson,Pop,4,0.287,0.253,0.942,115.5
Once,Pearl Jam,Grunge,9,0.413,0.885,0.211,113.807
Storm the Sorrow,Epica,Symphonic Metal,3,0.38,0.339,0.261,130.0
Story of My Life,One Direction,Other,11,0.6,0.663,0.286,121.07
Down,blink-182,Punk Rock,4,0.392,0.857,0.209,101.7
Love in the Dark,Leroy Sanchez,Other,4,0.235,0.358,0.468,149.7
"Side 1, Pt. 3: Ebb And Flow",Pink Floyd,Progressive Rock,6,0.934,0.871,0.04,120.5
Depuis Le Début,Thirty Seconds To Mars,Alternative Rock,50,0.533,0.355,0.569,76.2
Lord of the Reedy River,Steven Wilson,Progressive Rock,18,0.642,0.537,0.199,110.9
Partners in Crime,FINNEAS,Pop,29,0.555,0.293,0.736,115.3
Ripcord,Radiohead,Alternative Rock,3,0.17,0.502,0.884,124.4
Malignant Narcissism - Instrumental,Rush,Progressive Rock,8,0.645,0.564,0.505,132.5
These Days,Bon Jovi,Classic Rock,4,0.153,0.334,0.581,95.7
"In My Time of Need - Live at Shepherd's Bush Empire, London",Opeth,Progressive Metal,3,0.381,0.343,0.55,103.5
The 2nd Law: Isolated System,Muse,Alternative Rock,27,0.373,0.822,0.391,99.7
For Cryin' Out Loud!,FINNEAS,Pop,3,0.314,0.516,0.036,117.0
Livin' My Life Like a Country Song (feat. Joe Don Rooney of Rascal Flatts),Theory of a Deadman,Other,3,0.571,0.083,0.59,140.3
"I miss you, I’m sorry",Gracie Abrams,Other,6,0.445,0.455,0.151,109.885
El Dorado,Thomas Bergersen,Soundtrack,4,0.183,0.691,0.594,140.5
You Make My Dreams (Come True),Daryl Hall & John Oates,Other,3,0.437,0.46,0.098,161.3
Rehenes - Jamón del medio,Andrés Calamaro,Other,10,0.386,0.607,0.407,96.5
The City,Ed Sheeran,Pop,5,0.302,0.415,0.382,90.5
Soup - 2001 Digital Remaster / 24-Bit Mastering,Blind Melon,Alternative Rock,3,0.358,0.72,0.304,168.6
Love Calling Earth,Robbie Williams,Pop Rock,9,0.388,0.382,0.78,115.0
Broken,Isak Danielson,Other,3,0.433,0.383,0.459,124.0
Eye of the Beholder,Metallica,Metal,6,0.365,0.496,0.6,69.2
Light My Way,Audioslave,Other,6,0.854,0.617,0.341,114.9
Everything Counts,Depeche Mode,Electronic,4,0.582,0.9,0.156,125.1
"Manuel Santillán, el León",Catupecu Machu,Other,11,0.408,0.959,0.861,123.8
Nightlife,IAMX,Electronic,15,0.309,0.685,0.501,95.0
Meet Virginia,Train,Other,6,0.56,0.683,0.532,133.9
False Alarm,The Weeknd,R&B,5,0.64,0.367,0.549,151.3
Untethered Angel,Dream Theater,Progressive Metal,17,0.242,0.166,0.336,116.1
Every Little Thing,Dishwalla,Other,3,0.397,0.192,0.379,134.5
Megalithic Symphony,AWOLNATION,Other,4,0.561,0.239,0.404,128.1
Far Cry,Rush,Progressive Rock,14,0.582,0.412,0.359,125.5
Ancestral Call,Henry Jackman,Other,3,0.736,0.184,0.495,161.7
Sk8er Boi,Avril Lavigne,Pop Rock,8,0.178,0.783,0.499,103.1
Sin Gravedad,Rayos Láser,Other,4,0.593,0.501,0.449,96.7
Sassafras Roots,Green Day,Punk Rock,4,0.177,0.326,0.723,114.9
A Place With No Name (Original Version),Michael Jackson,Pop,12,0.676,0.97,0.744,98.1
Where Are We Runnin'?,Lenny Kravitz,Classic Rock,4,0.463,0.24,0.714,146.7
Devil On My Back,Chrissy,Other,4,0.523,0.42,0.827,151.5
The Nobodies,Marilyn Manson,Other,3,0.548,0.817,0.879,122.2
Ironía,Maná,Other,4,0.551,0.543,0.65,94.6
Pearly* - Remastered,Radiohead,Alternative Rock,3,0.187,0.35,0.355,168.6
Let's Rock,Scorpions,Other,5,0.375,0.201,0.775,91.0
Spit It Out,IAMX,Electronic,4,0.457,0.916,0.385,97.9
dear god,Nessa Barrett,Pop,3,0.678,0.432,0.265,136.2
Here Come the Vultures,Delain,Other,8,0.726,0.427,0.621,77.6
The Frayed Ends of Sanity,Metallica,Metal,5,0.256,0.378,0.41,108.6
Because We Can,Bon Jovi,Classic Rock,6,0.231,0.401,0.701,101.3
Escapar,Kudai,Other,3,0.544,0.417,0.635,158.3
Dance Macabre,Ghost,Other,50,0.619,0.696,0.727,125.986
Caterpillar and the Barbed Wire,Riverside,Other,9,0.272,0.856,0.333,157.1
Side To Side,Ariana Grande,Pop,16,0.525,0.085,0.661,76.7
Cirice,Ghost,Other,31,0.727,0.476,0.431,125.2
From Here To Eternity - 1998 Remastered Version,Iron Maiden,Metal,3,0.859,0.229,0.606,129.9
"Nails for Breakfast, Tacks for Snacks",Panic! At The Disco,Pop Rock,19,0.54,0.544,0.32,97.1
Year Zero,Ghost,Other,8,0.464,0.205,0.741,118.8
Broken,Airbag,Other,9,0.691,0.713,0.298,102.1
Runaway - Guitar Version,AURORA,Other,6,0.518,0.439,0.19,119.8
"3 Nocturnes, Op. 9: I. Larghetto",Frédéric Chopin,Classical,5,0.532,0.093,0.067,65.0
Just Another Night,Mick Jagger,Other,3,0.278,0.656,0.059,94.0
Lost My Mind,Alice Kristiansen,Other,5,0.453,0.394,0.686,110.8
The Only Thing That Matters,blink-182,Punk Rock,3,0.561,0.374,0.73,162.3
We Will Rock You - Remastered 2011,Queen,Classic Rock,82,0.692,0.497,0.475,81.308
Rock DJ,Robbie Williams,Pop Rock,32,0.722,0.807,0.351,123.3
"Roxanne - Live From River Plate Stadium, Buenos Aires",The Police,Other,5,0.51,0.916,0.228,108.3
Echo,Leprous,Progressive Metal,9,0.586,0.723,0.333,108.0
Let's Fall in Love for the Night,FINNEAS,Pop,5,0.517,0.415,0.435,109.9
the 1,Taylor Swift,Pop,16,0.398,0.41,0.535,91.8
Trigger,The Rasmus,Alternative Rock,4,0.398,0.61,0.382,115.4
Down - Live At Rockefeller Music Hall,Leprous,Progressive Metal,3,0.391,0.782,0.334,155.4
Toys In The Attic,Aerosmith,Classic Rock,10,0.53,0.242,0.648,69.2
Save Me,Remy Zero,Other,3,0.129,0.642,0.518,110.7
Cusp of Eternity,Opeth,Progressive Metal,34,0.449,0.309,0.651,122.6
Driven To Tears - Remastered 2003,The Police,Other,6,0.026,0.776,0.268,81.3
Rock You Like a Hurricane (with Johannes Strate) - MTV Unplugged,Scorpions,Other,7,0.301,0.39,0.374,88.5
exile (feat. Bon Iver),Taylor Swift,Pop,45,0.516,0.561,0.257,127.3
Be Like That,3 Doors Down,Other,3,0.529,0.653,0.565,125.1
Carmen,Lana Del Rey,Pop,3,0.789,0.877,0.941,74.7
Piano,Ariana Grande,Pop,5,0.851,0.117,0.61,92.5
Promise,Ben Howard,Other,37,0.827,0.502,0.58,154.7
Jacqueline,Franz Ferdinand,Indie Rock,3,0.373,0.45,0.648,145.8
Mama - Remastered 2007,Genesis,Progressive Rock,7,0.651,0.921,0.217,119.0
"Chopin: 24 Preludes, Op. 28: No. 15 in D-Flat Major ""Raindrop""",Frédéric Chopin,Classical,42,0.294,0.091,0.384,139.3
Blackfield,Blackfield,Other,12,0.174,0.569,0.225,105.1
Blood Brothers - 2015 Remaster,Iron Maiden,Metal,3,0.243,0.809,0.444,182.679
The Good Side,Troye Sivan,Other,3,0.781,0.572,0.181,77.7
Silence,DragonForce,Other,4,0.59,0.741,0.136,113.4
Harmony Korine,Steven Wilson,Progressive Rock,97,0.216,0.149,0.395,141.9
Abre,Fito Paez,Latin Rock,40,0.199,0.984,0.812,128.5
Sound of Madness,Shinedown,Hard Rock,10,0.447,0.909,0.328,109.0
Lady,Lenny Kravitz,Classic Rock,6,0.794,0.397,0.204,141.2
Sussudio - 2016 Remaster,Phil Collins,Other,3,0.769,0.606,0.352,109.0
Bullet With Butterfly Wings - Remastered 2012,The Smashing Pumpkins,Alternative Rock,13,0.616,0.549,0.897,107.7
Call Me,Blondie,Other,4,0.56,0.825,0.74,142.669
"Nocturne No. 13 In C Minor, Op. 48 No. 1",Frédéric Chopin,Classical,15,0.856,0.513,0.834,125.9
I Don't Mind,Imagine Dragons,Pop Rock,17,0.706,0.145,0.415,115.6
Can’t Help Falling in Love,Boyce Avenue,Pop Rock,3,0.402,0.197,0.148,100.044
No Fear,The Rasmus,Alternative Rock,11,0.312,0.487,0.814,145.6
How to disappear,Lana Del Rey,Pop,7,0.462,0.274,0.458,121.5
Lying from You,Linkin Park,Alternative Rock,20,0.535,0.951,0.723,160.102
Brief Exchange - from DC's Dark Nights: Metal Soundtrack,Chino Moreno,Other,3,0.59,0.566,0.487,139.9
Six,All That Remains,Other,4,0.442,0.462,0.466,123.4
Say Hello to the Angels,Interpol,Indie Rock,6,0.265,0.345,0.69,92.4
Adrenalize,In This Moment,Metal,34,0.206,0.537,0.054,111.7
Bag End,Howard Shore,Soundtrack,5,0.327,0.82,0.892,114.9
Know Your Time,Gazpacho,Other,3,0.679,0.33,0.601,157.2
1985,Haken,Progressive Metal,9,0.186,0.407,0.43,167.4
Vida simple,Francisco Bochatón,Other,7,0.287,0.31,0.714,103.2
Digital,Imagine Dragons,Pop Rock,15,0.394,0.694,0.341,135.1
Time To Burn,The Rasmus,Alternative Rock,25,0.651,0.649,0.759,108.5
Last Man Standing,The Pineapple Thief,Progressive Rock,8,0.736,0.659,0.116,92.5
Gimme What I Don't Know (I Want),Justin Timberlake,Other,4,0.431,0.122,0.659,115.8
To Glory,Thomas Bergersen,Soundtrack,6,0.091,0.266,0.552,77.5
Promise,Ben Howard,Other,10,0.367,0.189,0.177,156.643
In Your Pocket,Maroon 5,Pop Rock,24,0.108,0.917,0.5,119.3
L490,Thirty Seconds To Mars,Alternative Rock,25,0.114,0.703,0.331,152.6
Bye Bye Bye,*NSYNC,Other,10,0.663,0.85,0.641,97.1
Everybody's Changing,Keane,Other,6,0.305,0.268,0.449,96.9
"Reckoning Day, Reckoning Night",Sonata Arctica,Power Metal,12,0.577,0.652,0.231,89.7
Send Me An Angel,Scorpions,Other,24,0.645,0.284,0.831,101.5
Somebody To Love - Remastered 2011,Queen,Classic Rock,14,0.772,0.384,0.584,130.2
Mirrors,Justin Timberlake,Other,13,0.608,0.509,0.653,134.9
Sunday Morning,Maroon 5,Pop Rock,52,0.655,0.738,0.824,111.4
Entre dos tierras,Heroes Del Silencio,Other,6,0.627,0.248,0.524,171.1
We Got Used To Us,Riverside,Other,16,0.34,0.35,0.55,130.4
Lily's Theme,Alexandre Desplat,Soundtrack,3,0.325,0.167,0.347,105.6
Love Again,Dua Lipa,Pop,20,0.114,0.2,0.292,105.9
Spiel mit mir,Rammstein,Other,5,0.187,0.675,0.204,112.9
Keep on Loving You,REO Speedwagon,Other,7,0.306,0.722,0.41,174.732
Tabula Rasa,Soen,Other,8,0.841,0.64,0.634,99.0
Migraine,Twenty One Pilots,Pop Rock,5,0.359,0.768,0.364,142.7
The End Is Here,Alter Bridge,Hard Rock,3,0.096,0.025,0.917,119.1
Make It Rain,Ed Sheeran,Pop,20,0.728,0.191,0.753,112.9
The Haunting (Somewhere in Time) [feat. Simone Simons],Kamelot,Symphonic Metal,3,0.758,0.417,0.531,143.8
Heroes - Acoustic; Live from Kansas City,Shinedown,Hard Rock,6,0.081,0.681,0.542,128.0
Miss Shepherd's Waltz,George Fenton,Other,4,0.638,0.704,0.847,124.2
Lucky Strike,Maroon 5,Pop Rock,11,0.356,0.415,0.338,124.9
Lleva,Fito Paez,Latin Rock,4,0.286,0.638,0.563,151.9
Hope You're Not Happy,Ashe,Other,3,0.427,0.437,0.194,81.1
Lazaro,Fito Paez,Latin Rock,4,0.265,0.84,0.499,107.3
"Las Cuatro Estaciones Porteñas: No. 1, Primavera Porteña",Astor Piazzolla,Other,3,0.555,0.885,0.461,110.4
Your Eyes Open,Keane,Other,19,0.046,0.594,0.176,103.8
Unconditionally (feat. Adam Lazzara),James Arthur,Other,8,0.089,0.854,0.6,118.5
One,The Birthday Massacre,Other,3,0.712,0.202,0.373,135.5
As Long As You Love Me,Justin Bieber,Other,4,0.604,0.631,0.315,73.0
No Way,Pain of Salvation,Other,10,0.493,0.574,0.022,126.3
Sunsetz,Cigarettes After Sex,Other,6,0.658,0.234,0.363,105.5
Canción Animal,Soda Stereo,Latin Rock,3,0.321,0.8,0.378,153.7
After Every Party I Die,IAMX,Electronic,6,0.232,0.35,0.063,67.9
The Infection,In This Moment,Metal,33,0.567,0.11,0.74,129.5
WE ARE THE MONSTERS,Kayzo,Other,3,0.421,0.278,0.621,112.2
Tuesday,Hans Zimmer,Soundtrack,3,0.417,0.826,0.239,116.3
The Miracle (Of Joey Ramone),U2,Other,30,0.555,0.605,0.76,185.8
Sympathy For The Devil,The Rolling Stones,Classic Rock,7,0.404,0.399,0.24,130.2
Breaking All Illusions,Dream Theater,Progressive Metal,8,0.362,0.408,0.449,125.3
Rainbow Trip - 2016 mix,Riverside,Other,3,0.277,0.349,0.421,105.4
Cheques,Spinetta Y Los Socios Del Desierto,Other,4,0.922,0.479,0.308,121.1
Roulette,System Of A Down,Metal,9,0.492,0.737,0.269,101.5
Jet City Woman - Remastered 2003,Queensrÿche,Other,4,0.823,0.303,0.105,155.5
Just in Case We'll Never Meet Again,Klimt 1918,Post-Rock,18,0.494,0.701,0.678,114.5
Start Me Up - Remastered,The Rolling Stones,Classic Rock,4,0.776,0.707,0.326,111.8
I've Never Been There,Yann Tiersen,Soundtrack,4,0.387,0.37,0.515,93.3
Kings And Queens,Thirty Seconds To Mars,Alternative Rock,60,0.293,0.817,0.145,165.0
Summer,Blackfield,Other,34,0.606,0.465,0.489,118.8
"Octavarium (with the Octavarium Orchestra) - Live at Radio City Music Hall, New York City, NY, 4/1/2006",Dream Theater,Progressive Metal,3,0.645,0.234,0.11,86.2
Ride The Wild Wind - Remastered 2011,Queen,Classic Rock,3,0.402,0.236,0.666,142.1
You Thnk Of Me,Pork,Latin Rock,3,0.471,0.08,0.669,96.4
Whip It,DEVO,Other,4,0.78,0.869,0.957,157.902
This Killer - Remastered,Blackfield,Other,31,0.912,0.531,0.111,175.7
Inertiatic Esp,The Mars Volta,Other,4,0.423,0.615,0.748,139.8
Deja Vu,Gustavo Cerati,Latin Rock,32,0.11,0.627,0.233,89.6
I Did Something Bad,Taylor Swift,Pop,16,0.642,0.596,0.808,106.8
Sweet Revenge,Chris Cornell,Grunge,3,0.962,0.556,0.624,98.0
Cryin',Aerosmith,Classic Rock,3,0.568,0.278,0.39,141.6
Corazón Delator - Remasterizado 2007,Soda Stereo,Latin Rock,5,0.277,0.712,0.404,159.3
Oxytocin,Billie Eilish,Pop,71,0.757,0.598,0.18,124.951
All My Words,Mark Millson,Other,3,0.453,0.623,0.871,138.9
Cradle (Better Nature),Silversun Pickups,Other,4,0.872,0.684,0.253,151.4
Everybody Hurts,R.E.M.,Other,9,0.541,0.449,0.453,125.9
Desecrate Through Reverence,Avenged Sevenfold,Hard Rock,4,0.579,0.242,0.606,139.7
Blinded No More,Sonata Arctica,Power Metal,10,0.654,0.83,0.421,119.1
Saturate Me,Riverside,Other,3,0.091,0.433,0.568,125.7
Thought I'd Died And Gone To Heaven,Bryan Adams,Other,104,0.43,0.643,0.795,122.7
Threatening War,The Pineapple Thief,Progressive Rock,72,0.507,0.459,0.48,108.4
La Cosa Mas Bella,Eros Ramazzotti,Other,4,0.583,0.888,0.389,87.9
White,Leprous,Progressive Metal,5,0.441,0.456,0.08,83.3
The Remedy (I Won't Worry),Jason Mraz,Other,9,0.589,0.867,0.795,94.52
Wicked Game,Royal Bliss,Other,4,0.427,0.758,0.733,93.7
Élan - Live,Nightwish,Symphonic Metal,3,0.26,0.901,0.464,118.5
Paradise,Sade,Other,7,0.738,0.792,0.968,99.817
La Venganza de los Perdedores,Carajo,Other,8,0.504,0.936,0.359,135.04
Hit Between the Eyes - MTV Unplugged,Scorpions,Other,5,0.771,0.652,0.536,122.0
Game of Life,Circus Maximus,Other,6,0.564,0.603,0.584,86.3
The Living Daylights,a-ha,Other,6,0.694,0.78,0.829,120.266
Shape of Things to Come,Audioslave,Other,3,0.275,0.319,0.358,136.5
"Never Forgive, Never Forget",The Dear Hunter,Progressive Rock,24,0.728,0.482,0.097,96.5
Anybody Seen My Baby? - Remastered 2009,The Rolling Stones,Classic Rock,5,0.605,0.742,0.47,105.04
Millenium Of The Blind - Remastered 2004,Megadeth,Metal,3,0.159,0.341,0.732,85.8
Jesus Just Left Chicago - 2006 Remaster,ZZ Top,Other,3,0.35,0.488,0.548,132.0
Let It Go - James Bay Spotify Session 2015,James Bay,Pop,15,0.838,0.333,0.664,142.8
Holy Grail,The Rasmus,Alternative Rock,6,0.437,0.879,0.572,110.7
Mummy Dust,Ghost,Other,3,0.468,0.333,0.265,153.1
Giros,Fito Paez,Latin Rock,3,0.407,0.194,0.506,136.3
Deep,Pearl Jam,Grunge,4,0.393,0.802,0.915,155.5
Try Me (feat. Jennifer Lopez and Matoma),Jason Derulo,Other,5,0.463,0.298,0.516,118.7
Heresy,Nine Inch Nails,Other,3,0.542,0.576,0.242,144.7
In Too Deep - Remastered 2007,Genesis,Progressive Rock,19,0.386,0.102,0.625,95.8
We Love You,The Pineapple Thief,Progressive Rock,16,0.551,0.536,0.071,152.4
Miss You So Much,Miley Cyrus,Pop,3,0.681,0.035,0.826,124.7
Kiss from a Rose,Boyce Avenue,Pop Rock,19,0.766,0.476,0.3,175.1
Walk Of Life,Dire Straits,Other,4,0.65,0.274,0.294,136.4
Grace for Drowning,Steven Wilson,Progressive Rock,13,0.33,0.282,0.43,142.7
"Scarface (Push It To The Limit) - From ""Scarface"" Soundtrack",Paul Engemann,Other,3,0.28,0.503,0.635,131.9
Bohemian Rhapsody - Remastered 2011,Queen,Classic Rock,30,0.414,0.404,0.224,71.105
God of Wine - Remastered,Mike Massé,Other,4,0.864,0.287,0.926,120.7
Meet Me in the Hallway,Harry Styles,Other,23,0.712,0.444,0.895,149.7
Linoleum,NOFX,Punk Rock,4,0.811,0.835,0.275,140.3
Dreaming,System Of A Down,Metal,5,0.349,0.16,0.047,145.0
Aura,Thomas Bergersen,Soundtrack,5,0.621,0.867,0.272,72.5
Can't Stand Losing You,The Police,Other,15,0.593,0.603,0.838,147.5
Hey You - 2001 Remastered Version,Pink Floyd,Progressive Rock,3,0.534,0.269,0.717,132.8
Dark Water,Agent Fresco,Other,9,0.041,0.485,0.619,70.7
Machine,Imagine Dragons,Pop Rock,21,0.044,0.21,0.274,121.5
My Fault,Imagine Dragons,Pop Rock,13,0.638,0.726,0.446,136.3
Blood and Bones,Kodaline,Other,4,0.445,0.513,0.39,128.4
Windowpane,Opeth,Progressive Metal,124,0.328,0.553,0.322,159.959
Never Gonna Give You Up,Rick Astley,Pop,14,0.529,0.842,0.884,98.7
Towards the Blue Horizon,Riverside,Other,34,0.59,0.562,0.032,122.4
Plc.4 Mie Hæd (Amp Live Reanimation) [feat. Zion],Linkin Park,Alternative Rock,4,0.641,0.902,0.524,133.273
NASA,Ariana Grande,Pop,13,0.493,0.45,0.802,122.1
Erised,Periphery,Other,3,0.446,0.418,0.815,94.2
I Want To Break Free - Remastered 2011,Queen,Classic Rock,8,0.24,0.845,0.684,108.6
Killer,Airbag,Other,9,0.451,0.618,0.726,150.8
a capella,Ylvis,Other,4,0.598,0.882,0.48,127.3
Rock Is Dead,Marilyn Manson,Other,3,0.509,0.91,0.358,101.174
Electron,Serj Tankian,Other,14,0.069,0.807,0.635,145.3
Break,Three Days Grace,Hard Rock,3,0.578,0.897,0.737,115.491
Brother,Lenny Kravitz,Classic Rock,4,0.673,0.693,0.34,60.0
As If The World Wasn't Ending,Sonata Arctica,Power Metal,4,0.435,0.582,0.834,67.0
Monster,Imagine Dragons,Pop Rock,41,0.474,0.484,0.547,121.0
Nocturnal Conspiracy - remastered 2017,Haken,Progressive Metal,3,0.569,0.371,0.93,91.6
Ricercar (13),Francesco da Milano,Other,24,0.908,0.845,0.71,139.6
Marks Of The Evil One,Ghost,Other,5,0.125,0.216,0.125,84.1
Gimme What I Want,Miley Cyrus,Pop,18,0.186,0.34,0.409,149.0
"Merry Christmas, Happy Holidays",*NSYNC,Other,3,0.144,0.556,0.816,96.3
Spiders,System Of A Down,Metal,5,0.46,0.54,0.0506,137.855
Vindicated,Dashboard Confessional,Other,3,0.29,0.517,0.504,140.4
Good News First,Rush,Progressive Rock,3,0.285,0.562,0.415,129.9
This Is the Life,Dream Theater,Progressive Metal,20,0.211,0.596,0.474,109.6
Cemetery Gates,Pantera,Other,9,0.274,0.726,0.426,146.449
My Queen Of Winter,Cain's Offering,Other,5,0.798,0.549,0.088,142.6
Daylight,Maroon 5,Pop Rock,5,0.57,0.348,0.582,116.0
Signos - Remasterizado 2007,Soda Stereo,Latin Rock,8,0.657,0.775,0.593,93.5
Dream,Imagine Dragons,Pop Rock,5,0.09,0.853,0.793,102.8
Exile,Hurts,Electronic,8,0.417,0.529,0.68,114.2
Mirarte a los Ojos - En Vivo,No Te Va Gustar,Latin Rock,4,0.878,0.625,0.235,146.7
Mothership,AURORA,Other,5,0.71,0.453,0.353,130.2
South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,Pop,5,0.301,0.476,0.632,141.0
War of Hearts,Ruelle,Other,4,0.183,0.601,0.465,121.6
"So Lonely - Live From River Plate Stadium, Buenos Aires",The Police,Other,3,0.371,0.637,0.402,136.2
Buried Alive,Avenged Sevenfold,Hard Rock,99,0.607,0.804,0.469,139.983
You're My Best Friend - Remastered 2011,Queen,Classic Rock,3,0.918,0.388,0.563,127.6
Fuel Injection Stingray,Marty Friedman,Other,4,0.15,0.161,0.469,123.1
"As Hope And Promise Fade - Recorded Live At Queen Elizabeth Theatre, Toronto, ON on April 20, 2011",Chris Cornell,Grunge,15,0.357,0.374,0.179,114.4
Blame It On Society,Tash Sultana,Other,8,0.495,0.26,0.282,139.4
It's Over,Electric Light Orchestra,Other,5,0.12,0.474,0.492,116.6
